zip,cityname,lat,lon,weather,temp_f,temp_c,rh,windspeed,visiblity,Observation Time
40076,"Waddy, KY",38.13999939,-85.06999969,Clear,33.6,0.9,90%,0,10,"March 23, 1:24 AM EDT"
40076,"Waddy, KY",38.13999939,-85.06999969,Rain,34.2,1.2,99%,14.5,1.8,"March 24, 7:01 PM EDT"
40077,"Westport, KY",38.47999954,-85.47000122,Overcast,29.7,-1.3,90%,0,10,"March 21, 1:55 PM EDT"
40077,"Westport, KY",38.47999954,-85.47000122,Clear,26.8,-2.9,95%,0,0.8,"March 22, 2:53 AM EDT"
40077,"Westport, KY",38.47999954,-85.47000122,Clear,30.2,-1,79%,0,10,"March 23, 1:24 AM EDT"
40077,"Westport, KY",38.47999954,-85.47000122,Light Rain,33.5,0.8,94%,5,9,"March 24, 7:01 PM EDT"
40078,"Willisburg, KY",37.81000137,-85.12999725,Overcast,29.5,-1.4,91%,4.9,10,"March 21, 1:53 PM EDT"
40078,"Willisburg, KY",37.81000137,-85.12999725,Clear,23.5,-4.7,90%,0,10,"March 22, 2:52 AM EDT"
40078,"Willisburg, KY",37.81000137,-85.12999725,Clear,29.3,-1.5,71%,0,10,"March 23, 1:24 AM EDT"
40078,"Willisburg, KY",37.81000137,-85.12999725,Rain,36.5,2.5,89%,11.2,3,"March 24, 7:01 PM EDT"
40104,"Battletown, KY",38.06000137,-86.29000092,Mostly Cloudy,41.9,5.5,70%,0,10,"March 21, 7:00 PM EDT"
40104,"Battletown, KY",38.06000137,-86.29000092,Clear,29.5,-1.4,94%,0,10,"March 22, 2:53 AM EDT"
40104,"Battletown, KY",38.06000137,-86.29000092,Partly Cloudy,33.4,0.8,81%,0,10,"March 23, 1:24 AM EDT"
40104,"Battletown, KY",38.06000137,-86.29000092,Rain,37.6,3.1,99%,4,2,"March 24, 7:01 PM EDT"
40107,"Boston, KY",37.79000092,-85.66999817,Partly Cloudy,38.7,3.7,86%,0,10,"March 21, 7:03 PM EDT"
40107,"Boston, KY",37.79000092,-85.66999817,Clear,24.4,-4.2,98%,0,10,"March 22, 2:53 AM EDT"
40107,"Boston, KY",37.79000092,-85.66999817,Clear,28.3,-2.1,98%,0,10,"March 23, 1:24 AM EDT"
40107,"Boston, KY",37.79000092,-85.66999817,Rain,37.2,2.9,98%,0,2,"March 24, 7:01 PM EDT"
40108,"Brandenburg, KY",38,-86.16999817,Clear,41.9,5.5,69%,0,10,"March 21, 7:03 PM EDT"
40108,"Brandenburg, KY",38,-86.16999817,Clear,29.5,-1.4,94%,0,10,"March 22, 2:54 AM EDT"
40108,"Brandenburg, KY",38,-86.16999817,Partly Cloudy,33.4,0.8,81%,0,10,"March 23, 1:25 AM EDT"
40108,"Brandenburg, KY",38,-86.16999817,Rain,37.6,3.1,99%,4,2,"March 24, 7:02 PM EDT"
40109,"Brooks, KY",38.06000137,-85.76000214,Clear,36,2.2,99%,0,10,"March 21, 7:40 PM EDT"
40109,"Brooks, KY",38.06000137,-85.76000214,Clear,22.8,-5.1,99%,0,10,"March 22, 2:54 AM EDT"
40109,"Brooks, KY",38.06000137,-85.76000214,Clear,29.7,-1.3,77%,0,10,"March 23, 1:25 AM EDT"
40109,"Brooks, KY",38.06000137,-85.76000214,Rain,36.9,2.7,61%,2.7,7,"March 24, 7:02 PM EDT"
40110,"Clermont, KY",37.93999863,-85.66000366,Clear,35.5,1.9,89%,0,10,"March 21, 7:40 PM EDT"
40110,"Clermont, KY",37.93999863,-85.66000366,Clear,26,-3.3,98%,0,10,"March 22, 2:54 AM EDT"
40110,"Clermont, KY",37.93999863,-85.66000366,Clear,30.7,-0.7,86%,0,10,"March 23, 1:24 AM EDT"
40110,"Clermont, KY",37.93999863,-85.66000366,Light Rain,37.3,2.9,97%,8,7,"March 24, 7:02 PM EDT"
40111,"Cloverport, KY",37.83000183,-86.62999725,Clear,41,5,92%,6.3,10,"March 21, 6:40 PM CDT"
40111,"Cloverport, KY",37.83000183,-86.62999725,Clear,29.7,-1.3,99%,0,10,"March 22, 1:55 AM CDT"
40111,"Cloverport, KY",37.83000183,-86.62999725,Partly Cloudy,36.5,2.5,90%,0,10,"March 23, 12:26 AM CDT"
40111,"Cloverport, KY",37.83000183,-86.62999725,Rain,37.9,3.3,99%,9.4,1.5,"March 24, 6:02 PM CDT"
40115,"Custer, KY",37.74000168,-86.25,Clear,39,3.9,75%,0,10,"March 21, 7:01 PM CDT"
40115,"Custer, KY",37.74000168,-86.25,Clear,30.5,-0.8,85%,0,10,"March 22, 1:55 AM CDT"
40115,"Custer, KY",37.74000168,-86.25,Partly Cloudy,32.6,0.3,83%,0,10,"March 23, 12:26 AM CDT"
40115,"Custer, KY",37.74000168,-86.25,Rain,37.2,2.9,95%,5,2,"March 24, 6:02 PM CDT"
40117,"Ekron, KY",37.93000031,-86.18000031,Clear,38.2,3.4,70%,0,10,"March 21, 8:01 PM EDT"
40117,"Ekron, KY",37.93000031,-86.18000031,Clear,29.5,-1.4,81%,0,10,"March 22, 2:55 AM EDT"
40117,"Ekron, KY",37.93000031,-86.18000031,Clear,33.8,1,75%,2,10,"March 23, 1:25 AM EDT"
40117,"Ekron, KY",37.93000031,-86.18000031,Rain,36.9,2.7,98%,11,2,"March 24, 7:02 PM EDT"
40118,"Fairdale, KY",38.11000061,-85.76000214,Clear,35.5,1.9,87%,0,10,"March 21, 8:01 PM EDT"
40118,"Fairdale, KY",38.11000061,-85.76000214,Clear,25.3,-3.7,94%,0,10,"March 22, 2:55 AM EDT"
40118,"Fairdale, KY",38.11000061,-85.76000214,Clear,31,-0.6,90%,0,10,"March 23, 1:26 AM EDT"
40118,"Fairdale, KY",38.11000061,-85.76000214,Rain,38.1,3.4,93%,6,7,"March 24, 7:03 PM EDT"
40119,"Falls Of Rough, KY",37.56999969,-86.48000336,Clear,39.9,4.4,79%,0,10,"March 21, 6:59 PM CDT"
40119,"Falls Of Rough, KY",37.56999969,-86.48000336,Clear,30.2,-1,99%,0,10,"March 22, 1:55 AM CDT"
40119,"Falls Of Rough, KY",37.56999969,-86.48000336,Partly Cloudy,33.6,0.9,99%,0,10,"March 23, 12:26 AM CDT"
40119,"Falls Of Rough, KY",37.56999969,-86.48000336,Rain,38.1,3.4,99%,6.9,2,"March 24, 6:03 PM CDT"
40121,"Fort Knox, KY",37.90000153,-85.97000122,Clear,38.3,3.5,92%,0,10,"March 21, 7:44 PM EDT"
40121,"Fort Knox, KY",37.90000153,-85.97000122,Clear,27.1,-2.7,99%,0,10,"March 22, 2:42 AM EDT"
40121,"Fort Knox, KY",37.90000153,-85.97000122,Clear,30.6,-0.8,89%,0,10,"March 23, 1:26 AM EDT"
40121,"Fort Knox, KY",37.90000153,-85.97000122,Light Rain,36.7,2.6,98%,6.3,2,"March 24, 7:02 PM EDT"
40122,"Fort Knox, KY",37.88999939,-85.95999908,Clear,34,1.1,93%,0,10,"March 21, 8:10 PM EDT"
40122,"Fort Knox, KY",37.88999939,-85.95999908,Clear,23.8,-4.6,98%,0,10,"March 22, 2:55 AM EDT"
40122,"Fort Knox, KY",37.88999939,-85.95999908,Clear,30.6,-0.8,89%,0,10,"March 23, 1:26 AM EDT"
40122,"Fort Knox, KY",37.88999939,-85.95999908,Light Rain,36.7,2.6,98%,5.8,2,"March 24, 7:03 PM EDT"
41071,"Newport, KY",39.08000183,-84.48999786,Overcast,32.5,0.3,78%,3,6,"March 21, 1:42 PM EDT"
41071,"Newport, KY",39.08000183,-84.48999786,Clear,32.5,0.3,68%,0,7,"March 22, 2:56 AM EDT"
41071,"Newport, KY",39.08000183,-84.48999786,Clear,32.7,0.4,72%,0,10,"March 23, 1:26 AM EDT"
41071,"Newport, KY",39.08000183,-84.48999786,Snow,34.6,1.4,86%,0,10,"March 24, 7:02 PM EDT"
41072,"Newport, KY",39.09000015,-84.5,Overcast,32.7,0.4,78%,4,6,"March 21, 1:48 PM EDT"
41072,"Newport, KY",39.09000015,-84.5,Clear,32.5,0.3,68%,0,7,"March 22, 2:56 AM EDT"
41072,"Newport, KY",39.09000015,-84.5,Clear,32.7,0.4,72%,0,10,"March 23, 1:26 AM EDT"
41072,"Newport, KY",39.09000015,-84.5,Snow,34.6,1.4,86%,0,10,"March 24, 7:02 PM EDT"
41073,"Bellevue, KY",39.11000061,-84.48000336,Overcast,31.5,-0.3,79%,9.2,6,"March 21, 1:48 PM EDT"
41073,"Bellevue, KY",39.11000061,-84.48000336,Clear,31.3,-0.4,70%,2.3,7,"March 22, 2:56 AM EDT"
41073,"Bellevue, KY",39.11000061,-84.48000336,Clear,34.2,1.2,71%,3.5,10,"March 23, 1:27 AM EDT"
41073,"Bellevue, KY",39.11000061,-84.48000336,Overcast,34.6,1.4,86%,0,10,"March 24, 7:04 PM EDT"
41074,"Dayton, KY",39.11000061,-84.47000122,Light Snow,31.5,-0.3,79%,9.4,6,"March 21, 1:48 PM EDT"
41074,"Dayton, KY",39.11000061,-84.47000122,Clear,31.3,-0.4,70%,2.3,7,"March 22, 2:56 AM EDT"
41074,"Dayton, KY",39.11000061,-84.47000122,Clear,34.2,1.2,71%,3.5,10,"March 23, 1:27 AM EDT"
41074,"Dayton, KY",39.11000061,-84.47000122,Overcast,34.6,1.4,86%,0,10,"March 24, 7:04 PM EDT"
41075,"Fort Thomas, KY",39.08000183,-84.44999695,Light Snow,30.7,-0.7,87%,0,6,"March 21, 1:50 PM EDT"
41075,"Fort Thomas, KY",39.08000183,-84.44999695,Clear,28.6,-1.9,84%,0,7,"March 22, 2:57 AM EDT"
41075,"Fort Thomas, KY",39.08000183,-84.44999695,Clear,30.2,-1,75%,0,10,"March 23, 1:28 AM EDT"
41075,"Fort Thomas, KY",39.08000183,-84.44999695,Overcast,32.5,0.3,93%,0,10,"March 24, 7:04 PM EDT"
41076,"Newport, KY",39.02000046,-84.44000244,Overcast,30.1,-1.1,91%,4,6,"March 21, 1:47 PM EDT"
41076,"Newport, KY",39.02000046,-84.44000244,Clear,31.3,-0.4,78%,1,7,"March 22, 2:49 AM EDT"
41076,"Newport, KY",39.02000046,-84.44000244,Clear,32.5,0.3,71%,0,10,"March 23, 1:21 AM EDT"
41076,"Newport, KY",39.02000046,-84.44000244,Snow,31.5,-0.3,96%,1,10,"March 24, 6:55 PM EDT"
41080,"Petersburg, KY",39.06000137,-84.87000275,Overcast,31.3,-0.4,82%,0,6,"March 21, 1:53 PM EDT"
41080,"Petersburg, KY",39.06000137,-84.87000275,Clear,23.4,-4.8,94%,0,10,"March 22, 2:56 AM EDT"
41080,"Petersburg, KY",39.06000137,-84.87000275,Clear,27.3,-2.6,91%,0.9,10,"March 23, 1:27 AM EDT"
41080,"Petersburg, KY",39.06000137,-84.87000275,Snow,32.4,0.2,93%,0,9,"March 24, 7:03 PM EDT"
41081,"Plummers Landing, KY",38.31999969,-83.55999756,Snow,32.7,0.4,99%,0,2,"March 21, 2:25 PM EDT"
41081,"Plummers Landing, KY",38.31999969,-83.55999756,Clear,29.1,-1.6,99%,0,7,"March 22, 2:57 AM EDT"
41081,"Plummers Landing, KY",38.31999969,-83.55999756,Clear,27.1,-2.7,97%,0,10,"March 23, 1:27 AM EDT"
41081,"Plummers Landing, KY",38.31999969,-83.55999756,Rain,34,1.1,98%,0,3,"March 24, 7:05 PM EDT"
41083,"Sanders, KY",38.65999985,-84.94999695,Overcast,29.9,-1.2,96%,4,7,"March 21, 2:20 PM EDT"
41083,"Sanders, KY",38.65999985,-84.94999695,Clear,26.2,-3.2,97%,0,10,"March 22, 2:50 AM EDT"
41083,"Sanders, KY",38.65999985,-84.94999695,Clear,29.5,-1.4,87%,1,10,"March 23, 1:20 AM EDT"
41083,"Sanders, KY",38.65999985,-84.94999695,Rain,32.1,0.1,98%,3,9,"March 24, 7:00 PM EDT"
41085,"Silver Grove, KY",39.02999878,-84.38999939,Overcast,30.3,-0.9,90%,4,10,"March 21, 2:17 PM EDT"
41085,"Silver Grove, KY",39.02999878,-84.38999939,Clear,31.3,-0.4,78%,1,7,"March 22, 2:49 AM EDT"
41085,"Silver Grove, KY",39.02999878,-84.38999939,Clear,32.5,0.3,71%,0,10,"March 23, 1:21 AM EDT"
41085,"Silver Grove, KY",39.02999878,-84.38999939,Snow,31.5,-0.3,96%,1,10,"March 24, 6:55 PM EDT"
41086,"Sparta, KY",38.68000031,-84.91000366,Overcast,29.9,-1.2,96%,4,7,"March 21, 2:20 PM EDT"
41086,"Sparta, KY",38.68000031,-84.91000366,Clear,26.2,-3.2,97%,0,10,"March 22, 2:50 AM EDT"
41086,"Sparta, KY",38.68000031,-84.91000366,Clear,29.5,-1.4,87%,1,10,"March 23, 1:20 AM EDT"
41086,"Sparta, KY",38.68000031,-84.91000366,Ice Pellets,32.1,0.1,98%,3,9,"March 24, 7:00 PM EDT"
41091,"Union, KY",38.95000076,-84.68000031,Overcast,30,-1.1,86%,5,7,"March 21, 2:36 PM EDT"
41091,"Union, KY",38.95000076,-84.68000031,Clear,29,-1.7,86%,0,10,"March 22, 2:36 AM EDT"
41091,"Union, KY",38.95000076,-84.68000031,Clear,34,1.1,73%,0,10,"March 23, 1:07 AM EDT"
41091,"Union, KY",38.95000076,-84.68000031,Snow,31,-0.6,89%,6,9,"March 24, 7:05 PM EDT"
41092,"Verona, KY",38.81999969,-84.66000366,Overcast,30.4,-0.9,88%,3.4,7,"March 21, 2:35 PM EDT"
41092,"Verona, KY",38.81999969,-84.66000366,Clear,22.5,-5.3,98%,0,10,"March 22, 2:58 AM EDT"
41092,"Verona, KY",38.81999969,-84.66000366,Clear,25.9,-3.4,93%,0,10,"March 23, 1:29 AM EDT"
41092,"Verona, KY",38.81999969,-84.66000366,Snow,30.9,-0.6,98%,8.5,9,"March 24, 7:06 PM EDT"
41093,"Wallingford, KY",38.38999939,-83.55999756,Snow,32.7,0.4,99%,0,2,"March 21, 2:33 PM EDT"
41093,"Wallingford, KY",38.38999939,-83.55999756,Clear,28.9,-1.7,99%,0,7,"March 22, 2:58 AM EDT"
41093,"Wallingford, KY",38.38999939,-83.55999756,Clear,27.1,-2.7,97%,0,10,"March 23, 1:28 AM EDT"
41093,"Wallingford, KY",38.38999939,-83.55999756,Snow,34,1.1,98%,0,3,"March 24, 7:06 PM EDT"
41094,"Walton, KY",38.88000107,-84.61000061,Overcast,32,0,86%,4.7,7,"March 21, 2:33 PM EDT"
41094,"Walton, KY",38.88000107,-84.61000061,Clear,23.7,-4.6,99%,0,10,"March 22, 2:57 AM EDT"
41094,"Walton, KY",38.88000107,-84.61000061,Clear,27.5,-2.5,86%,0,10,"March 23, 1:30 AM EDT"
41094,"Walton, KY",38.88000107,-84.61000061,Snow,31.8,-0.1,94%,4.7,9,"March 24, 7:05 PM EDT"
41095,"Warsaw, KY",38.77999878,-84.90000153,Overcast,32.5,0.3,90%,2,7,"March 21, 2:34 PM EDT"
41095,"Warsaw, KY",38.77999878,-84.90000153,Clear,23.4,-4.8,98%,0,10,"March 22, 2:59 AM EDT"
41095,"Warsaw, KY",38.77999878,-84.90000153,Clear,27.5,-2.5,98%,0,10,"March 23, 1:29 AM EDT"
41095,"Warsaw, KY",38.77999878,-84.90000153,Rain,33,0.6,98%,0,9,"March 24, 7:07 PM EDT"
41096,"Washington, KY",38.61999893,-83.80999756,Overcast,33.4,0.8,90%,1,10,"March 21, 2:24 PM EDT"
41096,"Washington, KY",38.61999893,-83.80999756,Clear,28.3,-2.1,91%,0,10,"March 22, 2:55 AM EDT"
41096,"Washington, KY",38.61999893,-83.80999756,Clear,28.5,-1.9,80%,0,10,"March 23, 1:26 AM EDT"
41096,"Washington, KY",38.61999893,-83.80999756,Snow,32.4,0.2,93%,3,10,"March 24, 6:59 PM EDT"
41097,"Williamstown, KY",38.63999939,-84.55999756,Overcast,32.2,0.1,92%,0,4,"March 21, 3:17 PM EDT"
41097,"Williamstown, KY",38.63999939,-84.55999756,Clear,29.3,-1.5,93%,0,10,"March 22, 2:59 AM EDT"
41097,"Williamstown, KY",38.63999939,-84.55999756,Clear,33.6,0.9,81%,0,10,"March 23, 1:30 AM EDT"
41097,"Williamstown, KY",38.63999939,-84.55999756,Ice Pellets,32,0,99%,1.8,9,"March 24, 7:07 PM EDT"
41098,"Worthville, KY",38.61000061,-85.06999969,Overcast,30.3,-0.9,92%,5.7,10,"March 21, 3:13 PM EDT"
41098,"Worthville, KY",38.61000061,-85.06999969,Clear,26.9,-2.8,90%,0.8,6,"March 22, 2:56 AM EDT"
41098,"Worthville, KY",38.61000061,-85.06999969,Clear,27.9,-2.3,80%,0,10,"March 23, 1:29 AM EDT"
41098,"Worthville, KY",38.61000061,-85.06999969,Light Rain,32.5,0.3,97%,9.7,2.5,"March 24, 7:05 PM EDT"
41099,"Newport, KY",39.04000092,-84.47000122,Overcast,34.3,1.3,77%,0,10,"March 21, 6:36 PM EDT"
41099,"Newport, KY",39.04000092,-84.47000122,Clear,28.4,-2,85%,0,7,"March 22, 2:59 AM EDT"
41099,"Newport, KY",39.04000092,-84.47000122,Clear,30.2,-1,76%,0,10,"March 23, 1:31 AM EDT"
41099,"Newport, KY",39.04000092,-84.47000122,Snow,32.5,0.3,93%,0,10,"March 24, 7:07 PM EDT"
41101,"Ashland, KY",38.47999954,-82.66000366,Light Snow,35.4,1.9,96%,4.2,2,"March 21, 3:00 PM EDT"
41101,"Ashland, KY",38.47999954,-82.66000366,Clear,30.9,-0.6,92%,0,10,"March 22, 2:50 AM EDT"
41101,"Ashland, KY",38.47999954,-82.66000366,Clear,31.3,-0.4,73%,0,10,"March 23, 1:25 AM EDT"
41101,"Ashland, KY",38.47999954,-82.66000366,Ice Pellets,34.7,1.5,94%,3.7,5,"March 24, 7:05 PM EDT"
41102,"Ashland, KY",38.45000076,-82.68000031,Rain,36.6,2.6,91%,1,2,"March 21, 3:05 PM EDT"
41102,"Ashland, KY",38.45000076,-82.68000031,Clear,28.8,-1.8,97%,0,10,"March 22, 3:00 AM EDT"
41102,"Ashland, KY",38.45000076,-82.68000031,Clear,27,-2.8,91%,0,10,"March 23, 1:31 AM EDT"
41102,"Ashland, KY",38.45000076,-82.68000031,Ice Pellets,33.3,0.7,94%,0,5,"March 24, 7:08 PM EDT"
41105,"Ashland, KY",38.47999954,-82.63999939,Mostly Cloudy,34.5,1.4,96%,4.2,1.5,"March 21, 6:52 PM EDT"
41105,"Ashland, KY",38.47999954,-82.63999939,Clear,30.9,-0.6,92%,0,10,"March 22, 2:50 AM EDT"
41105,"Ashland, KY",38.47999954,-82.63999939,Clear,31.3,-0.4,73%,0,10,"March 23, 1:25 AM EDT"
41105,"Ashland, KY",38.47999954,-82.63999939,Ice Pellets,34.7,1.5,94%,3.7,5,"March 24, 7:05 PM EDT"
41114,"Ashland, KY",38.47999954,-82.63999939,Snow,33.8,1,96%,8.3,1.8,"March 21, 7:53 PM EDT"
41114,"Ashland, KY",38.47999954,-82.63999939,Clear,30.9,-0.6,92%,0,10,"March 22, 2:50 AM EDT"
41114,"Ashland, KY",38.47999954,-82.63999939,Clear,31.3,-0.4,73%,0,10,"March 23, 1:25 AM EDT"
41114,"Ashland, KY",38.47999954,-82.63999939,Ice Pellets,34.7,1.5,94%,3.7,5,"March 24, 7:05 PM EDT"
41121,"Argillite, KY",38.49000168,-82.83000183,Overcast,32.6,0.3,98%,3,1.8,"March 21, 8:11 PM EDT"
41121,"Argillite, KY",38.49000168,-82.83000183,Clear,32.6,0.3,98%,0,10,"March 22, 3:00 AM EDT"
41121,"Argillite, KY",38.49000168,-82.83000183,Clear,32.6,0.3,98%,0,10,"March 23, 1:32 AM EDT"
41121,"Argillite, KY",38.49000168,-82.83000183,Ice Pellets,32.6,0.3,98%,1,5,"March 24, 7:08 PM EDT"
41124,"Blaine, KY",38.02999878,-82.83999634,Overcast,31.7,-0.2,95%,5,4,"March 21, 8:09 PM EDT"
41124,"Blaine, KY",38.02999878,-82.83999634,Clear,28.6,-1.9,95%,0,10,"March 22, 3:00 AM EDT"
41124,"Blaine, KY",38.02999878,-82.83999634,Clear,24.8,-4,95%,0,10,"March 23, 1:32 AM EDT"
41124,"Blaine, KY",38.02999878,-82.83999634,Snow,32.9,0.5,95%,2,5,"March 24, 7:04 PM EDT"
42070,"Milburn, KY",36.79999924,-88.90000153,Partly Cloudy,45.8,7.7,58%,12,10,"March 21, 12:29 PM CDT"
42070,"Milburn, KY",36.79999924,-88.90000153,Clear,29.4,-1.4,93%,0,10,"March 22, 1:47 AM CDT"
42070,"Milburn, KY",36.79999924,-88.90000153,Overcast,40.2,4.6,92%,0,10,"March 23, 12:19 AM CDT"
42070,"Milburn, KY",36.79999924,-88.90000153,Thunderstorm,69,20.6,78%,1,10,"March 24, 5:54 PM CDT"
42071,"Murray, KY",36.61000061,-88.30999756,Partly Cloudy,48.2,9,50%,4,10,"March 21, 12:41 PM CDT"
42071,"Murray, KY",36.61000061,-88.30999756,Clear,31.6,-0.2,83%,0,10,"March 22, 2:01 AM CDT"
42071,"Murray, KY",36.61000061,-88.30999756,Overcast,45.5,7.5,75%,0,10,"March 23, 12:32 AM CDT"
42071,"Murray, KY",36.61000061,-88.30999756,Overcast,66.9,19.4,81%,8,10,"March 24, 6:08 PM CDT"
42076,"New Concord, KY",36.54999924,-88.15000153,Clear,49.6,9.8,51%,8,10,"March 21, 12:50 PM CDT"
42076,"New Concord, KY",36.54999924,-88.15000153,Clear,27.3,-2.6,98%,0,10,"March 22, 2:01 AM CDT"
42076,"New Concord, KY",36.54999924,-88.15000153,Overcast,44,6.7,86%,0,10,"March 23, 12:32 AM CDT"
42076,"New Concord, KY",36.54999924,-88.15000153,Overcast,65.6,18.7,96%,3,10,"March 24, 6:09 PM CDT"
42078,"Salem, KY",37.25999832,-88.23999786,Clear,49.6,9.8,46%,4.5,10,"March 21, 12:51 PM CDT"
42078,"Salem, KY",37.25999832,-88.23999786,Clear,31.3,-0.4,74%,0,10,"March 22, 2:01 AM CDT"
42078,"Salem, KY",37.25999832,-88.23999786,Overcast,44.4,6.9,65%,0,10,"March 23, 12:32 AM CDT"
42078,"Salem, KY",37.25999832,-88.23999786,Overcast,45,7.2,91%,8.1,10,"March 24, 6:09 PM CDT"
42079,"Sedalia, KY",36.63999939,-88.61000061,Clear,45.4,7.4,58%,6,10,"March 21, 12:51 PM CDT"
42079,"Sedalia, KY",36.63999939,-88.61000061,Clear,33.6,0.9,79%,0,10,"March 22, 1:52 AM CDT"
42079,"Sedalia, KY",36.63999939,-88.61000061,Overcast,44.7,7.1,71%,0,10,"March 23, 12:25 AM CDT"
42079,"Sedalia, KY",36.63999939,-88.61000061,Overcast,67.2,19.6,82%,4,10,"March 24, 6:00 PM CDT"
42082,"Symsonia, KY",36.91999817,-88.51999664,Clear,47.2,8.4,45%,4,10,"March 21, 1:24 PM CDT"
42082,"Symsonia, KY",36.91999817,-88.51999664,Clear,27.8,-2.3,96%,0,10,"March 22, 2:01 AM CDT"
42082,"Symsonia, KY",36.91999817,-88.51999664,Overcast,43.9,6.6,86%,0,10,"March 23, 12:33 AM CDT"
42082,"Symsonia, KY",36.91999817,-88.51999664,Rain,50.1,10.1,98%,9,10,"March 24, 6:10 PM CDT"
42083,"Tiline, KY",37.16999817,-88.23999786,Clear,51.8,11,44%,8.7,10,"March 21, 1:27 PM CDT"
42083,"Tiline, KY",37.16999817,-88.23999786,Clear,31.3,-0.4,74%,0,10,"March 22, 2:01 AM CDT"
42083,"Tiline, KY",37.16999817,-88.23999786,Overcast,44.4,6.9,63%,0,10,"March 23, 12:33 AM CDT"
42083,"Tiline, KY",37.16999817,-88.23999786,Overcast,45,7.2,91%,8.1,10,"March 24, 6:09 PM CDT"
42084,"Tolu, KY",37.43000031,-88.25,Clear,45,7,45%,13,10,"March 21, 1:15 PM CDT"
42084,"Tolu, KY",37.43000031,-88.25,Clear,34,1,65%,4,10,"March 22, 1:55 AM CDT"
42084,"Tolu, KY",37.43000031,-88.25,Overcast,44,7,61%,0,10,"March 23, 12:15 AM CDT"
42084,"Tolu, KY",37.43000031,-88.25,Overcast,42,5,100%,18,10,"March 24, 5:55 PM CDT"
42085,"Water Valley, KY",36.56999969,-88.80999756,Partly Cloudy,45.5,7.5,41%,15.4,10,"March 21, 12:40 PM CDT"
42085,"Water Valley, KY",36.56999969,-88.80999756,Clear,34.3,1.3,10%,0,10,"March 22, 2:02 AM CDT"
42085,"Water Valley, KY",36.56999969,-88.80999756,Rain,45.3,7.4,10%,0,10,"March 23, 12:33 AM CDT"
42085,"Water Valley, KY",36.56999969,-88.80999756,Overcast,69.8,21,10%,2.7,10,"March 24, 6:10 PM CDT"
42086,"West Paducah, KY",37.08000183,-88.73999786,Clear,50.2,10.1,38%,8.7,10,"March 21, 1:29 PM CDT"
42086,"West Paducah, KY",37.08000183,-88.73999786,Clear,33.6,0.9,68%,0,10,"March 22, 2:02 AM CDT"
42086,"West Paducah, KY",37.08000183,-88.73999786,Overcast,47.3,8.5,59%,0,10,"March 23, 12:33 AM CDT"
42086,"West Paducah, KY",37.08000183,-88.73999786,Light Rain,48,8.9,95%,12,6,"March 24, 6:05 PM CDT"
42087,"Wickliffe, KY",36.95999908,-89.08999634,Clear,51.6,10.9,43%,10.1,10,"March 21, 3:52 PM CDT"
42087,"Wickliffe, KY",36.95999908,-89.08999634,Clear,34.2,1.2,77%,0,7,"March 22, 2:03 AM CDT"
42087,"Wickliffe, KY",36.95999908,-89.08999634,Overcast,45.1,7.3,76%,0,10,"March 23, 12:34 AM CDT"
42087,"Wickliffe, KY",36.95999908,-89.08999634,Rain,51.3,10.7,92%,4,1.2,"March 24, 6:11 PM CDT"
42088,"Wingo, KY",36.63999939,-88.73999786,Clear,49.1,9.5,10%,12.5,10,"March 21, 1:39 PM CDT"
42088,"Wingo, KY",36.63999939,-88.73999786,Clear,34.3,1.3,10%,0,10,"March 22, 2:03 AM CDT"
42088,"Wingo, KY",36.63999939,-88.73999786,Rain,45.3,7.4,10%,0,10,"March 23, 12:34 AM CDT"
42088,"Wingo, KY",36.63999939,-88.73999786,Overcast,69.6,20.9,10%,2.7,10,"March 24, 6:11 PM CDT"
42101,"Bowling Green, KY",37.02000046,-86.45999908,Mostly Cloudy,41.2,5.1,59%,6.9,10,"March 21, 2:04 PM CDT"
42101,"Bowling Green, KY",37.02000046,-86.45999908,Clear,34.2,1.2,75%,0,10,"March 22, 2:03 AM CDT"
42101,"Bowling Green, KY",37.02000046,-86.45999908,Partly Cloudy,38.1,3.4,74%,0,10,"March 23, 12:34 AM CDT"
42101,"Bowling Green, KY",37.02000046,-86.45999908,Overcast,42.6,5.9,99%,0.7,1.8,"March 24, 6:11 PM CDT"
42102,"Bowling Green, KY",37,-86.41999817,Mostly Cloudy,41.3,5.2,60%,0,10,"March 21, 2:03 PM CDT"
42102,"Bowling Green, KY",37,-86.41999817,Clear,36.6,2.6,68%,0,10,"March 22, 1:56 AM CDT"
42102,"Bowling Green, KY",37,-86.41999817,Clear,42.8,6,52%,0,10,"March 23, 12:34 AM CDT"
42102,"Bowling Green, KY",37,-86.41999817,Light Rain,42.2,5.7,96%,12,1.8,"March 24, 6:10 PM CDT"
42103,"Bowling Green, KY",36.95999908,-86.37999725,Mostly Cloudy,45,7.2,52%,12.1,10,"March 21, 4:11 PM CDT"
42103,"Bowling Green, KY",36.95999908,-86.37999725,Clear,28.9,-1.7,87%,0,10,"March 22, 2:03 AM CDT"
42103,"Bowling Green, KY",36.95999908,-86.37999725,Clear,35.4,1.9,71%,0,10,"March 23, 12:34 AM CDT"
42103,"Bowling Green, KY",36.95999908,-86.37999725,Light Rain,42.6,5.9,98%,6,1.8,"March 24, 6:11 PM CDT"
42104,"Bowling Green, KY",36.93000031,-86.44999695,Partly Cloudy,46,7.8,59%,8.1,10,"March 21, 5:36 PM CDT"
